lightcast_id,lightcast_label,lightcast_description,rank,similarity,esco_code,esco_label,esco_group,esco_level,esco_parent_code,esco_is_digital,esco_description,esco_uri
ES1519C181ED1D93B024,AI Algorithms,"AI Algorithms refers to the computational methods used to enable machines to learn from data, recognize patterns, and make decisions. This skill involves understanding various algorithmic models such as supervised, unsupervised, and reinforcement learning to develop intelligent systems. It is used to design and implement solutions that automate tasks, improve efficiency, and support decision-making across various domains.",7,0.744482,0612.47,data mining,digital_knowledge,4,0612,1,"The methods of artificial intelligence, machine learning, statistics and databases used to extract content from a dataset.",http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180
ES1519C181ED1D93B024,AI Algorithms,"AI Algorithms refers to the computational methods used to enable machines to learn from data, recognize patterns, and make decisions. This skill involves understanding various algorithmic models such as supervised, unsupervised, and reinforcement learning to develop intelligent systems. It is used to design and implement solutions that automate tasks, improve efficiency, and support decision-making across various domains.",8,0.742454,0688.4,cognitive computing,digital_knowledge,4,0688,1,The interdisciplinary field between cognitive science and computer science that involves simulating human thinking processes through a computerised approach. It makes use of algorithms for data mining and natural language processing to imitate the functioning of the human brain.,http://data.europa.eu/esco/skill/ca71c597-51c2-4ead-a7b0-b108bce89caf
ES1519C181ED1D93B024,AI Algorithms,"AI Algorithms refers to the computational methods used to enable machines to learn from data, recognize patterns, and make decisions. This skill involves understanding various algorithmic models such as supervised, unsupervised, and reinforcement learning to develop intelligent systems. It is used to design and implement solutions that automate tasks, improve efficiency, and support decision-making across various domains.",9,0.736039,0619.12.3,artificial neural networks,digital_knowledge,4,0619,1,A network of artificial neurons composed for solving artificial intelligence problems. These computing systems are inspired by the biological neural networks that constitute brains. Understanding of its general model and its elements. Knowledge of its use possibilities for automation.,http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4
ES1519C181ED1D93B024,AI Algorithms,"AI Algorithms refers to the computational methods used to enable machines to learn from data, recognize patterns, and make decisions. This skill involves understanding various algorithmic models such as supervised, unsupervised, and reinforcement learning to develop intelligent systems. It is used to design and implement solutions that automate tasks, improve efficiency, and support decision-making across various domains.",10,0.730955,0619.12.2,deep learning,digital_knowledge,4,0619,0,"The principles, methods and algorithms of deep learning, a subfield of artificial intelligence and machine learning. Common neural networks like perceptrons, feed-forward, backpropagation, and convolutional and recurrent neural networks.",http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080
ES27B3A69C60C8A20AE3,AI Alignment,"AI Alignment refers to the process of designing artificial intelligence systems to act in accordance with human values, intentions, and ethical considerations. It involves creating models that understand and prioritize user goals while avoiding unintended behaviors. Alignment ensures that AI technologies serve beneficial and intended purposes.",1,0.673009,T6.6.2.0.3,data ethics,digital_knowledge,5,T6.6.2.0,0,"The subfield of ethics that assess whether data practices are considerable ethical. It assesses processes such as collecting, analysing and disseminating structured and unstructured data that might negatively impact the society.",http://data.europa.eu/esco/skill/e9575f7f-053a-439e-8074-f93df3334e92
ES27B3A69C60C8A20AE3,AI Alignment,"AI Alignment refers to the process of designing artificial intelligence systems to act in accordance with human values, intentions, and ethical considerations. It involves creating models that understand and prioritize user goals while avoiding unintended behaviors. Alignment ensures that AI technologies serve beneficial and intended purposes.",2,0.671482,0619.12,principles of artificial intelligence,digital_knowledge,4,0619,1,"The artificial intelligence theories, applied principles, architectures and systems, such as intelligent agents, multi-agent systems, expert systems, rule-based systems, neural networks, ontologies and cognition theories.",http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2
ES27B3A69C60C8A20AE3,AI Alignment,"AI Alignment refers to the process of designing artificial intelligence systems to act in accordance with human values, intentions, and ethical considerations. It involves creating models that understand and prioritize user goals while avoiding unintended behaviors. Alignment ensures that AI technologies serve beneficial and intended purposes.",3,0.632953,0231.4,natural language processing,digital_knowledge,4,0231,1,The technologies which enable ICT devices to understand and interact with users through human language.,http://data.europa.eu/esco/skill/fff0e2cd-d0bd-4b02-9daf-158b79d9688a
ES27B3A69C60C8A20AE3,AI Alignment,"AI Alignment refers to the process of designing artificial intelligence systems to act in accordance with human values, intentions, and ethical considerations. It involves creating models that understand and prioritize user goals while avoiding unintended behaviors. Alignment ensures that AI technologies serve beneficial and intended purposes.",4,0.627002,0714.5,human-robot collaboration,digital_knowledge,4,0714,1,"Human-Robot Collaboration is the study of collaborative processes in which human and robot agents work together to achieve shared goals. Human-Robot Collaboration (HRC) is an interdisciplinary research area comprising classical robotics, human-computer interaction, artificial intelligence, design, cognitive sciences and psychology. It is related to the definition of the plans and the rules for communication to perform a task and achieve a goal in a joint action with a robot.",http://data.europa.eu/esco/skill/0f5374e3-0b9b-4b16-af7a-49654ce0bb15
ES27B3A69C60C8A20AE3,AI Alignment,"AI Alignment refers to the process of designing artificial intelligence systems to act in accordance with human values, intentions, and ethical considerations. It involves creating models that understand and prioritize user goals while avoiding unintended behaviors. Alignment ensures that AI technologies serve beneficial and intended purposes.",5,0.625736,0619.12.1,machine learning,digital_knowledge,5,0619.12,1,"The principles, methods and algorithms of machine learning, a subfield of artificial intelligence. Common machine learning models such as supervised or unsupervised models, semi- supervised models and reinforcement learning models.",http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43
ES27B3A69C60C8A20AE3,AI Alignment,"AI Alignment refers to the process of designing artificial intelligence systems to act in accordance with human values, intentions, and ethical considerations. It involves creating models that understand and prioritize user goals while avoiding unintended behaviors. Alignment ensures that AI technologies serve beneficial and intended purposes.",6,0.611309,0688.4,cognitive computing,digital_knowledge,4,0688,1,The interdisciplinary field between cognitive science and computer science that involves simulating human thinking processes through a computerised approach. It makes use of algorithms for data mining and natural language processing to imitate the functioning of the human brain.,http://data.europa.eu/esco/skill/ca71c597-51c2-4ead-a7b0-b108bce89caf
ES27B3A69C60C8A20AE3,AI Alignment,"AI Alignment refers to the process of designing artificial intelligence systems to act in accordance with human values, intentions, and ethical considerations. It involves creating models that understand and prioritize user goals while avoiding unintended behaviors. Alignment ensures that AI technologies serve beneficial and intended purposes.",7,0.60943,S5.2.1.8,align software with system architectures,s5_skill,4,S5.2.1,1,Put system design and technical specifications in line with software architecture in order to ensure the integration and interoperability between components of the system.,http://data.europa.eu/esco/skill/2857540c-180b-4208-9127-e94a01871966
ES27B3A69C60C8A20AE3,AI Alignment,"AI Alignment refers to the process of designing artificial intelligence systems to act in accordance with human values, intentions, and ethical considerations. It involves creating models that understand and prioritize user goals while avoiding unintended behaviors. Alignment ensures that AI technologies serve beneficial and intended purposes.",8,0.595454,0611.29,software interaction design,digital_knowledge,4,0611,1,The methodologies for designing interaction between users and a software product or service to satisfy the needs and preferences of most of the people who will interface with the product and to simplify the communication between product and user such as Goal-oriented design.,http://data.europa.eu/esco/skill/de0be6e8-644c-4cc9-9c8d-925dd98dda56
ES27B3A69C60C8A20AE3,AI Alignment,"AI Alignment refers to the process of designing artificial intelligence systems to act in accordance with human values, intentions, and ethical considerations. It involves creating models that understand and prioritize user goals while avoiding unintended behaviors. Alignment ensures that AI technologies serve beneficial and intended purposes.",9,0.589177,S5.1.0.7,design interaction model,s5_skill,4,S5.1.0,1,"Design and develop an interaction model. Design a multi-turn conversation, use built-in intents and slots, handle unexpected conversational requests or responses, design multi-modal skills using one or more service interfaces (for example, audio, video, and gadgets).",http://data.europa.eu/esco/skill/12274664-b642-4945-b88f-d7787dc3c9dd
ES27B3A69C60C8A20AE3,AI Alignment,"AI Alignment refers to the process of designing artificial intelligence systems to act in accordance with human values, intentions, and ethical considerations. It involves creating models that understand and prioritize user goals while avoiding unintended behaviors. Alignment ensures that AI technologies serve beneficial and intended purposes.",10,0.589061,0688.2,data science,digital_knowledge,4,0688,1,The field of study that deals with big amount of data using AI techniques such as machine learning algorithms to predict patterns and obtain useful information to make business decisions,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01
ES8CD1A386C8241A81D1,AI Assisted Content Generation,"AI Assisted Content Generation involves using artificial intelligence tools to create text, images, audio, or video based on input prompts or data. This skill enables the automation of content creation workflows by applying natural language processing, image synthesis, and machine learning techniques. It is used to streamline the production of digital content while maintaining consistency and scalability.",1,0.66194,S5.1.0.29,utilise machine learning,s5_skill,4,S5.1.0,1,"Use techniques and algorithms that are able to extract mastery out of data, learn from it and make predictions, to be used for program optimisation, application adaptation, pattern recognition, filtering, search engines and computer vision.",http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433
ES8CD1A386C8241A81D1,AI Assisted Content Generation,"AI Assisted Content Generation involves using artificial intelligence tools to create text, images, audio, or video based on input prompts or data. This skill enables the automation of content creation workflows by applying natural language processing, image synthesis, and machine learning techniques. It is used to streamline the production of digital content while maintaining consistency and scalability.",2,0.755924,S5.6.1.34,digital content creation,s5_skill,4,S5.6.1,0,"Create and edit new content (from word processing to images and video); integrate and re-elaborate previous knowledge and content; produce creative expressions, media outputs and programming; deal with and apply intellectual property rights and licences.",http://data.europa.eu/esco/skill/f5369f2f-e52b-43d8-8d31-79a6c11188d8
ES8CD1A386C8241A81D1,AI Assisted Content Generation,"AI Assisted Content Generation involves using artificial intelligence tools to create text, images, audio, or video based on input prompts or data. This skill enables the automation of content creation workflows by applying natural language processing, image synthesis, and machine learning techniques. It is used to streamline the production of digital content while maintaining consistency and scalability.",3,0.737631,0211.1,content development processes,digital_knowledge,4,0211,1,"The specialised techniques used to design, write, compile, edit and organise digital content, such as text, graphics and videos for publishing purposes.",http://data.europa.eu/esco/skill/e74f4f21-8d45-412c-b5c3-652e6167ee32
ES8CD1A386C8241A81D1,AI Assisted Content Generation,"AI Assisted Content Generation involves using artificial intelligence tools to create text, images, audio, or video based on input prompts or data. This skill enables the automation of content creation workflows by applying natural language processing, image synthesis, and machine learning techniques. It is used to streamline the production of digital content while maintaining consistency and scalability.",4,0.707774,S5.6.1.27,develop digital content,s5_skill,4,S5.6.1,1,"Create and edit digital content in different formats, express oneself through digital means.",http://data.europa.eu/esco/skill/5fd5c985-eaaa-47aa-8314-62359c54505a
ES8CD1A386C8241A81D1,AI Assisted Content Generation,"AI Assisted Content Generation involves using artificial intelligence tools to create text, images, audio, or video based on input prompts or data. This skill enables the automation of content creation workflows by applying natural language processing, image synthesis, and machine learning techniques. It is used to streamline the production of digital content while maintaining consistency and scalability.",5,0.689346,S5.1.0.3,use automatic programming,s5_skill,4,S5.1.0,1,"Utilise specialised software tools to generate computer code from specifications, such as diagrams, structured informations or other means of describing functionality.",http://data.europa.eu/esco/skill/7d10fcb2-b368-48ab-996b-7c9fafcf68ed
ES8CD1A386C8241A81D1,AI Assisted Content Generation,"AI Assisted Content Generation involves using artificial intelligence tools to create text, images, audio, or video based on input prompts or data. This skill enables the automation of content creation workflows by applying natural language processing, image synthesis, and machine learning techniques. It is used to streamline the production of digital content while maintaining consistency and scalability.",6,0.689223,0211.43,digital arts,digital_knowledge,4,0211,1,"The production of art through digital tools, software, computers or other electronic devices. It involves the use of various mediums for artistic expression such as digital photography or computer graphics as well as pixel art.",http://data.europa.eu/esco/skill/b99c9b86-b16f-4592-8505-de3d9c99e25b
ES8CD1A386C8241A81D1,AI Assisted Content Generation,"AI Assisted Content Generation involves using artificial intelligence tools to create text, images, audio, or video based on input prompts or data. This skill enables the automation of content creation workflows by applying natural language processing, image synthesis, and machine learning techniques. It is used to streamline the production of digital content while maintaining consistency and scalability.",7,0.684604,S5.6.1.3,apply tools for content development,s5_skill,4,S5.6.1,1,"Use specialised content development tools such as content and terminology management systems, translation memory systems, language checker and editors to generate, compile and transform content according to specified standards.",http://data.europa.eu/esco/skill/37a438f3-e28c-4e32-83c5-299f047c1dc9
ES8CD1A386C8241A81D1,AI Assisted Content Generation,"AI Assisted Content Generation involves using artificial intelligence tools to create text, images, audio, or video based on input prompts or data. This skill enables the automation of content creation workflows by applying natural language processing, image synthesis, and machine learning techniques. It is used to streamline the production of digital content while maintaining consistency and scalability.",8,0.678305,S5.6.3.2,use digital illustration techniques,s5_skill,4,S5.6.3,1,Create drawings using digital illustration programmes and techniques.,http://data.europa.eu/esco/skill/8ff314a8-57d7-4b8c-bf41-79f9572fedd0
ES8CD1A386C8241A81D1,AI Assisted Content Generation,"AI Assisted Content Generation involves using artificial intelligence tools to create text, images, audio, or video based on input prompts or data. This skill enables the automation of content creation workflows by applying natural language processing, image synthesis, and machine learning techniques. It is used to streamline the production of digital content while maintaining consistency and scalability.",9,0.673309,0613.6,adobe creative suite,digital_knowledge,4,0613,1,"The set of software applications that are used to create visual content for personal or business use. Examples of items that can be generated are flyers, brochures, books, websites and videos.",http://data.europa.eu/esco/skill/719d8699-a221-4b5a-8fc3-68a8645cbe03
ES8CD1A386C8241A81D1,AI Assisted Content Generation,"AI Assisted Content Generation involves using artificial intelligence tools to create text, images, audio, or video based on input prompts or data. This skill enables the automation of content creation workflows by applying natural language processing, image synthesis, and machine learning techniques. It is used to streamline the production of digital content while maintaining consistency and scalability.",10,0.668209,S5.6.4.14,provide multimedia content,s5_skill,4,S5.6.4,1,"Develop multimedia materials such as screen shots, graphics, slide shows, animations and videos to be used as content integrated in a broader informational context.",http://data.europa.eu/esco/skill/dfb9cec6-3ae3-408a-9d57-c44361bf7aaf
ES68A5FAD2C5DDB155FB,AI Best Practices,"AI Best Practices refers to standardized guidelines and methodologies that promote the ethical, effective, and efficient development and deployment of artificial intelligence systems. This skill includes knowledge of model governance, responsible data use, and performance evaluation to ensure reliability and transparency. It is used to guide the lifecycle of AI projects in alignment with organizational goals and regulatory requirements.",1,0.725076,T6.6.2.0.3,data ethics,digital_knowledge,5,T6.6.2.0,0,"The subfield of ethics that assess whether data practices are considerable ethical. It assesses processes such as collecting, analysing and disseminating structured and unstructured data that might negatively impact the society.",http://data.europa.eu/esco/skill/e9575f7f-053a-439e-8074-f93df3334e92
ES68A5FAD2C5DDB155FB,AI Best Practices,"AI Best Practices refers to standardized guidelines and methodologies that promote the ethical, effective, and efficient development and deployment of artificial intelligence systems. This skill includes knowledge of model governance, responsible data use, and performance evaluation to ensure reliability and transparency. It is used to guide the lifecycle of AI projects in alignment with organizational goals and regulatory requirements.",2,0.66266,0612.30,data analytics,digital_knowledge,4,0612,1,The science of analysing and making decisions based on raw data collected from various sources. Includes knowledge of techniques using algorithms that derive insights or trends from that data to support decision-making processes.,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378
ES68A5FAD2C5DDB155FB,AI Best Practices,"AI Best Practices refers to standardized guidelines and methodologies that promote the ethical, effective, and efficient development and deployment of artificial intelligence systems. This skill includes knowledge of model governance, responsible data use, and performance evaluation to ensure reliability and transparency. It is used to guide the lifecycle of AI projects in alignment with organizational goals and regulatory requirements.",3,0.648544,S5.5.2.47,implement data quality processes,s5_skill,4,S5.5.2,1,"Apply quality analysis, validation and verification techniques on data to check data quality integrity.",http://data.europa.eu/esco/skill/713fb616-118e-40bc-9366-4a69879a49d5
ES68A5FAD2C5DDB155FB,AI Best Practices,"AI Best Practices refers to standardized guidelines and methodologies that promote the ethical, effective, and efficient development and deployment of artificial intelligence systems. This skill includes knowledge of model governance, responsible data use, and performance evaluation to ensure reliability and transparency. It is used to guide the lifecycle of AI projects in alignment with organizational goals and regulatory requirements.",4,0.647485,0688.2,data science,digital_knowledge,4,0688,1,The field of study that deals with big amount of data using AI techniques such as machine learning algorithms to predict patterns and obtain useful information to make business decisions,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01
ES68A5FAD2C5DDB155FB,AI Best Practices,"AI Best Practices refers to standardized guidelines and methodologies that promote the ethical, effective, and efficient development and deployment of artificial intelligence systems. This skill includes knowledge of model governance, responsible data use, and performance evaluation to ensure reliability and transparency. It is used to guide the lifecycle of AI projects in alignment with organizational goals and regulatory requirements.",5,0.64245,S5.5.2.3,manage IT security compliances,s5_skill,4,S5.5.2,1,"Guide application and fulfilment of relevant industry standards, best practices and legal requirements for information security.",http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40
ES68A5FAD2C5DDB155FB,AI Best Practices,"AI Best Practices refers to standardized guidelines and methodologies that promote the ethical, effective, and efficient development and deployment of artificial intelligence systems. This skill includes knowledge of model governance, responsible data use, and performance evaluation to ensure reliability and transparency. It is used to guide the lifecycle of AI projects in alignment with organizational goals and regulatory requirements.",6,0.641388,0613.144,ICT process quality models,digital_knowledge,4,0613,1,"The quality models for ICT services which address the maturity of the processes, the adoption of recommended practices and their definition and institutionalisation that allow the organisation to reliably and sustainably produce required outcomes. It includes models in a lot of ICT areas.",http://data.europa.eu/esco/skill/fafe0b9d-dbd9-46bd-b770-26299539ce66
ES68A5FAD2C5DDB155FB,AI Best Practices,"AI Best Practices refers to standardized guidelines and methodologies that promote the ethical, effective, and efficient development and deployment of artificial intelligence systems. This skill includes knowledge of model governance, responsible data use, and performance evaluation to ensure reliability and transparency. It is used to guide the lifecycle of AI projects in alignment with organizational goals and regulatory requirements.",7,0.640412,0413.30,ICT project management,digital_knowledge,4,0413,1,"The methodologies for the planning, implementation, review and follow-up of ICT projects, such as the development, integration, modification and sales of ICT products and services, as well as projects relating technological innovation in the field of ICT.",http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d
ES68A5FAD2C5DDB155FB,AI Best Practices,"AI Best Practices refers to standardized guidelines and methodologies that promote the ethical, effective, and efficient development and deployment of artificial intelligence systems. This skill includes knowledge of model governance, responsible data use, and performance evaluation to ensure reliability and transparency. It is used to guide the lifecycle of AI projects in alignment with organizational goals and regulatory requirements.",8,0.640103,S5.1.0.23,implement ICT coding conventions,s5_skill,4,S5.1.0,1,"Apply guidelines for ICT programming techniques, such as conventions, code design patterns and practices to achieve higher security, reliability, better readability and maintenance of the product.",http://data.europa.eu/esco/skill/4b88b1ee-c2d9-473a-9fe8-ba3b9c0c179a
ES68A5FAD2C5DDB155FB,AI Best Practices,"AI Best Practices refers to standardized guidelines and methodologies that promote the ethical, effective, and efficient development and deployment of artificial intelligence systems. This skill includes knowledge of model governance, responsible data use, and performance evaluation to ensure reliability and transparency. It is used to guide the lifecycle of AI projects in alignment with organizational goals and regulatory requirements.",9,0.638961,0619.12,principles of artificial intelligence,digital_knowledge,4,0619,1,"The artificial intelligence theories, applied principles, architectures and systems, such as intelligent agents, multi-agent systems, expert systems, rule-based systems, neural networks, ontologies and cognition theories.",http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2
ES68A5FAD2C5DDB155FB,AI Best Practices,"AI Best Practices refers to standardized guidelines and methodologies that promote the ethical, effective, and efficient development and deployment of artificial intelligence systems. This skill includes knowledge of model governance, responsible data use, and performance evaluation to ensure reliability and transparency. It is used to guide the lifecycle of AI projects in alignment with organizational goals and regulatory requirements.",10,0.638913,S5.2.2.14,optimise choice of ICT solution,s5_skill,4,S5.2.2,1,"Select the appropriate solutions in the field of ICT while taking into account potential risks, benefits and overall impact.",http://data.europa.eu/esco/skill/3cfa46e9-b7da-44ac-b09e-9596dffe0425
ESB46BF32F4AC2E16162,AI Bias,"AI Bias refers to the presence of systematic errors in artificial intelligence systems that result in unfair or inaccurate outcomes. This skill involves identifying, assessing, and mitigating bias in datasets, algorithms, and outputs to improve fairness and accountability. It is used to ensure equitable treatment of users and to align AI systems with ethical and legal standards.",1,0.727635,T6.6.2.0.3,data ethics,digital_knowledge,5,T6.6.2.0,0,"The subfield of ethics that assess whether data practices are considerable ethical. It assesses processes such as collecting, analysing and disseminating structured and unstructured data that might negatively impact the society.",http://data.europa.eu/esco/skill/e9575f7f-053a-439e-8074-f93df3334e92
ESB46BF32F4AC2E16162,AI Bias,"AI Bias refers to the presence of systematic errors in artificial intelligence systems that result in unfair or inaccurate outcomes. This skill involves identifying, assessing, and mitigating bias in datasets, algorithms, and outputs to improve fairness and accountability. It is used to ensure equitable treatment of users and to align AI systems with ethical and legal standards.",2,0.614783,0612.30,data analytics,digital_knowledge,4,0612,1,The science of analysing and making decisions based on raw data collected from various sources. Includes knowledge of techniques using algorithms that derive insights or trends from that data to support decision-making processes.,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378
ESB46BF32F4AC2E16162,AI Bias,"AI Bias refers to the presence of systematic errors in artificial intelligence systems that result in unfair or inaccurate outcomes. This skill involves identifying, assessing, and mitigating bias in datasets, algorithms, and outputs to improve fairness and accountability. It is used to ensure equitable treatment of users and to align AI systems with ethical and legal standards.",3,0.611992,0688.2,data science,digital_knowledge,4,0688,1,The field of study that deals with big amount of data using AI techniques such as machine learning algorithms to predict patterns and obtain useful information to make business decisions,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01
ESB46BF32F4AC2E16162,AI Bias,"AI Bias refers to the presence of systematic errors in artificial intelligence systems that result in unfair or inaccurate outcomes. This skill involves identifying, assessing, and mitigating bias in datasets, algorithms, and outputs to improve fairness and accountability. It is used to ensure equitable treatment of users and to align AI systems with ethical and legal standards.",4,0.598072,0619.12.1,machine learning,digital_knowledge,5,0619.12,1,"The principles, methods and algorithms of machine learning, a subfield of artificial intelligence. Common machine learning models such as supervised or unsupervised models, semi- supervised models and reinforcement learning models.",http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43
ESB46BF32F4AC2E16162,AI Bias,"AI Bias refers to the presence of systematic errors in artificial intelligence systems that result in unfair or inaccurate outcomes. This skill involves identifying, assessing, and mitigating bias in datasets, algorithms, and outputs to improve fairness and accountability. It is used to ensure equitable treatment of users and to align AI systems with ethical and legal standards.",5,0.593273,0619.5,image recognition,digital_knowledge,4,0619,1,"A process designed to detect and identify a feature or object in an image or video. This process is used in medical imaging, security surveillance or defect detection, among other fields. Key technique for a wide range of applications such as automated driving, image classification, or visual inspection.",http://data.europa.eu/esco/skill/45f1ae17-c20d-40fc-9307-7d33b6ca9213
ESB46BF32F4AC2E16162,AI Bias,"AI Bias refers to the presence of systematic errors in artificial intelligence systems that result in unfair or inaccurate outcomes. This skill involves identifying, assessing, and mitigating bias in datasets, algorithms, and outputs to improve fairness and accountability. It is used to ensure equitable treatment of users and to align AI systems with ethical and legal standards.",6,0.591917,0612.47,data mining,digital_knowledge,4,0612,1,"The methods of artificial intelligence, machine learning, statistics and databases used to extract content from a dataset.",http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180
ESB46BF32F4AC2E16162,AI Bias,"AI Bias refers to the presence of systematic errors in artificial intelligence systems that result in unfair or inaccurate outcomes. This skill involves identifying, assessing, and mitigating bias in datasets, algorithms, and outputs to improve fairness and accountability. It is used to ensure equitable treatment of users and to align AI systems with ethical and legal standards.",7,0.579027,0612.8,algorithms,digital_knowledge,4,0612,1,"The self-contained step-by-step sets of operations that carry out calculations, data processing and automated reasoning, usually to solve problems.",http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38
ESB46BF32F4AC2E16162,AI Bias,"AI Bias refers to the presence of systematic errors in artificial intelligence systems that result in unfair or inaccurate outcomes. This skill involves identifying, assessing, and mitigating bias in datasets, algorithms, and outputs to improve fairness and accountability. It is used to ensure equitable treatment of users and to align AI systems with ethical and legal standards.",8,0.577525,0619.12,principles of artificial intelligence,digital_knowledge,4,0619,1,"The artificial intelligence theories, applied principles, architectures and systems, such as intelligent agents, multi-agent systems, expert systems, rule-based systems, neural networks, ontologies and cognition theories.",http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2
ESB46BF32F4AC2E16162,AI Bias,"AI Bias refers to the presence of systematic errors in artificial intelligence systems that result in unfair or inaccurate outcomes. This skill involves identifying, assessing, and mitigating bias in datasets, algorithms, and outputs to improve fairness and accountability. It is used to ensure equitable treatment of users and to align AI systems with ethical and legal standards.",9,0.576654,0688.4,cognitive computing,digital_knowledge,4,0688,1,The interdisciplinary field between cognitive science and computer science that involves simulating human thinking processes through a computerised approach. It makes use of algorithms for data mining and natural language processing to imitate the functioning of the human brain.,http://data.europa.eu/esco/skill/ca71c597-51c2-4ead-a7b0-b108bce89caf
ESB46BF32F4AC2E16162,AI Bias,"AI Bias refers to the presence of systematic errors in artificial intelligence systems that result in unfair or inaccurate outcomes. This skill involves identifying, assessing, and mitigating bias in datasets, algorithms, and outputs to improve fairness and accountability. It is used to ensure equitable treatment of users and to align AI systems with ethical and legal standards.",10,0.575002,S5.1.0.29,utilise machine learning,s5_skill,4,S5.1.0,1,"Use techniques and algorithms that are able to extract mastery out of data, learn from it and make predictions, to be used for program optimisation, application adaptation, pattern recognition, filtering, search engines and computer vision.",http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433
ES1690AE92F6ACDB9331,AI Copywriting,"AI Copywriting involves the utilization of artificial intelligence algorithms to generate written content, including but not limited to advertising copy, articles, and marketing materials. This skill employs machine learning models trained on vast datasets to understand language patterns and produce coherent, contextually relevant text. It is employed to automate and expedite the content creation process, providing businesses with efficient and consistent textual output while maintaining a focus on the specific requirements and objectives of the given task.",1,0.652322,S5.1.0.29,utilise machine learning,s5_skill,4,S5.1.0,1,"Use techniques and algorithms that are able to extract mastery out of data, learn from it and make predictions, to be used for program optimisation, application adaptation, pattern recognition, filtering, search engines and computer vision.",http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433
ES1690AE92F6ACDB9331,AI Copywriting,"AI Copywriting involves the utilization of artificial intelligence algorithms to generate written content, including but not limited to advertising copy, articles, and marketing materials. This skill employs machine learning models trained on vast datasets to understand language patterns and produce coherent, contextually relevant text. It is employed to automate and expedite the content creation process, providing businesses with efficient and consistent textual output while maintaining a focus on the specific requirements and objectives of the given task.",2,0.68775,0211.1,content development processes,digital_knowledge,4,0211,1,"The specialised techniques used to design, write, compile, edit and organise digital content, such as text, graphics and videos for publishing purposes.",http://data.europa.eu/esco/skill/e74f4f21-8d45-412c-b5c3-652e6167ee32
ES1690AE92F6ACDB9331,AI Copywriting,"AI Copywriting involves the utilization of artificial intelligence algorithms to generate written content, including but not limited to advertising copy, articles, and marketing materials. This skill employs machine learning models trained on vast datasets to understand language patterns and produce coherent, contextually relevant text. It is employed to automate and expedite the content creation process, providing businesses with efficient and consistent textual output while maintaining a focus on the specific requirements and objectives of the given task.",3,0.681611,S5.6.1.34,digital content creation,s5_skill,4,S5.6.1,0,"Create and edit new content (from word processing to images and video); integrate and re-elaborate previous knowledge and content; produce creative expressions, media outputs and programming; deal with and apply intellectual property rights and licences.",http://data.europa.eu/esco/skill/f5369f2f-e52b-43d8-8d31-79a6c11188d8
ES1690AE92F6ACDB9331,AI Copywriting,"AI Copywriting involves the utilization of artificial intelligence algorithms to generate written content, including but not limited to advertising copy, articles, and marketing materials. This skill employs machine learning models trained on vast datasets to understand language patterns and produce coherent, contextually relevant text. It is employed to automate and expedite the content creation process, providing businesses with efficient and consistent textual output while maintaining a focus on the specific requirements and objectives of the given task.",4,0.648658,S5.6.1.27,develop digital content,s5_skill,4,S5.6.1,1,"Create and edit digital content in different formats, express oneself through digital means.",http://data.europa.eu/esco/skill/5fd5c985-eaaa-47aa-8314-62359c54505a
ES1690AE92F6ACDB9331,AI Copywriting,"AI Copywriting involves the utilization of artificial intelligence algorithms to generate written content, including but not limited to advertising copy, articles, and marketing materials. This skill employs machine learning models trained on vast datasets to understand language patterns and produce coherent, contextually relevant text. It is employed to automate and expedite the content creation process, providing businesses with efficient and consistent textual output while maintaining a focus on the specific requirements and objectives of the given task.",5,0.647521,S5.6.1.3,apply tools for content development,s5_skill,4,S5.6.1,1,"Use specialised content development tools such as content and terminology management systems, translation memory systems, language checker and editors to generate, compile and transform content according to specified standards.",http://data.europa.eu/esco/skill/37a438f3-e28c-4e32-83c5-299f047c1dc9
